Methane (ppb),Moisture,Temperature,Humidity,R2611E,R2600,R2602,R2611C,RMQ4
2856.958,11955.084,16.27228,59.42887,85561.5,19284.29,22997.389,34966.9,64474.895
3351.247,18000.291,23.531704,59.31673,68409.29,14981.36,19298.242,26343.354,51321.484
3178.1492,15820.182,21.0358,59.190075,74470.06,16388.914,21008.975,29156.041,55621.79
2660.322,10070.122,13.70135,59.82423,90670.445,20949.523,23464.174,37938.027,69161.44
2832.5442,11665.937,15.965792,59.534744,86301.15,19518.988,23042.707,35247.887,64814.758
3121.0334,14823.34,19.960535,59.222336,77597.586,17024.049,21652.693,30677.414,57912.945
2783.406,11116.277,15.249186,59.467476,87917.77,20047.08,23133.88,36445.113,66659.2
3081.2742,14593.75,19.480568,59.325787,78327.83,17227.848,21838.027,31064.11,58544.035
3005.6724,13476.402,18.370647,59.293755,81337.414,17918.805,22522.516,32613.586,60983.867
2995.6184,13395.135,18.16135,59.306614,81620.016,18068.42,22517.727,32722.08,61051.71
3295.3213,17359.547,22.791294,59.31571,70434.64,15440.395,19750.693,27259.91,52523.164
3219.9841,16134.312,21.473167,59.23968,73410.164,16177.017,20670.621,28732.914,55026.992
2769.8572,10887.821,14.861602,59.731113,88235.61,20166.188,23255.676,36385.88,66873.586
2799.0906,11554.821,15.554742,59.55917,87047.17,19654.436,23116.035,35423.34,65324.887
3068.197,14376.633,19.350952,59.341255,78544.51,17290.82,21961.762,31241.143,59022.473
3030.2363,13895.325,18.700434,59.295326,79972.2,17718.053,22208.533,31966.729,60125.125
3482.4631,19437.373,24.990108,59.57539,64000.51,14368.424,17478.727,24662.887,48500.586
2915.7676,12655.19,17.226313,59.40118,83497.09,18664.893,22768.408,33792.234,62717.98
3168.6802,15529.251,20.796284,59.167103,75451.94,16610.553,21115.945,29496.37,56047.508
3114.143,15015.392,20.042797,59.22651,76862.17,16952.53,21531.072,30237.5,57275.793
3064.5613,14290.3955,19.289713,59.248222,78743.75,17401.488,22022.82,31421.773,59175.06
3004.067,13571.244,18.387798,59.24041,81104.94,17943.797,22448.977,32609.14,60918.26
3387.4036,18294.941,23.850784,59.416504,67594.445,14867.213,18881.926,26022.916,50719.777
3050.7986,14031.156,18.886026,59.35403,79359.414,17594.562,22109.557,31605.295,59706.016
2879.1418,12212.101,16.685005,59.402798,84726.01,19025.621,22926.2,34422.336,63751.043
3304.7874,17606.076,23.091448,59.230366,69576.5,15224.176,19651.877,26833.455,52037.938
3240.2117,16433.047,21.722895,59.30288,72789.48,16007.44,20508.45,28476.463,54538.4
3259.2188,16751.832,22.131124,59.27048,72070.414,15802.203,20240.86,28093.588,53857.773
2687.8547,10148.497,13.817505,59.83466,90714.84,20892.26,23409.127,37808.47,68800.02
3114.5767,14811.827,19.927671,59.226933,77452.73,17051.404,21680.396,30616.168,57812.406
3047.4604,13994.192,18.873755,59.308006,79724.06,17610.816,22180.148,31745.9,59742.895
3392.2112,18323.537,23.809593,59.461506,67453.05,14876.552,18852.043,26046.057,50766.555
3364.2766,18046.99,23.886194,59.15128,68164.31,14824.553,19314.52,26131.816,51033.03
3228.1116,16312.67,21.684958,59.188206,73069.875,16065.617,20531.043,28401.523,54516.914
2699.8958,10302.052,13.968721,59.864296,90037.125,20746.23,23427.59,37475.453,68330.34
3143.9119,15324.816,20.452688,59.23666,75849.71,16724.615,21305.457,29829.342,56701.605
3002.574,13407.791,18.234367,59.3266,81509.48,18006.09,22504.744,32630.49,61036.293
3593.2776,20606.885,26.297112,59.69347,60251.29,13739.742,16193.963,23179.684,46244.29
3435.7883,18858.441,24.376907,59.555984,65638.93,14684.766,18073.441,25403.973,49638.043
3106.806,14858.669,20.039936,59.191185,77097.43,16981.51,21636.049,30614.014,57898.082
2738.4314,10651.655,14.494643,59.658585,89179.266,20450.27,23312.443,37095.66,67738.61
3311.4448,17629.621,23.138819,59.25064,69467.39,15211.113,19604.195,26798.174,51981.176
3446.1035,19062.607,24.688507,59.402702,65239.758,14484.108,17993.87,25065.744,49182.977
2917.5845,12693.315,17.145712,59.431767,83642.74,18693.35,22751.424,33758.33,62600.18
3083.3013,14358.1875,19.42648,59.34028,78631.53,17292.494,21957.396,31288.932,59033.105
3087.7268,14410.526,19.54072,59.225323,78415.49,17245.77,21910.787,31105.957,58762.562
2829.5195,11811.271,16.018318,59.432518,86178.04,19448.701,23005.24,35164.742,64776.71
2774.0217,11110.893,15.02337,59.68598,87853.945,20058.66,23205.598,36157.156,66302.875
3008.1216,13880.241,18.498291,59.43314,80499.734,17786.127,22220.912,32282.105,60545.504
2842.6392,11976.69,16.259014,59.491264,85795.195,19277.791,22978.844,34848.055,64293.14
2675.5657,10150.492,13.833049,59.7915,90632.69,20891.516,23399.47,37951.8,69121.11
2842.4053,11877.392,16.20045,59.443317,85725.05,19350.145,23009.459,35033.707,64606.78
2791.2175,11220.886,15.241386,59.687996,87532.13,19930.371,23176.98,36041.777,66156.24
2964.2993,13070.858,17.685135,59.392933,82503.57,18357.693,22592.203,33119.125,61709.73
3421.3918,18818.205,24.359655,59.44857,65844.36,14621.335,18276.477,25343.395,49709.004
2845.1672,12052.55,16.300844,59.426067,85409.25,19234.232,22979.033,34765.246,64201.484
2597.9197,9741.837,13.13029,59.84519,91823.445,21381.86,23395.236,38630.266,70284.16
2564.1418,9431.661,12.728443,59.91047,92623.05,21681.072,23444.834,39132.48,70998.16
3219.3032,16299.19,21.580137,59.252632,73157.516,16120.702,20524.451,28501.406,54585.156
3079.1418,14519.145,19.453129,59.30863,78285.86,17250.318,21887.072,31056.732,58620.742
2859.3823,11974.247,16.335709,59.44004,85444.375,19247.205,22980.357,34818.7,64272.164
3121.6006,15010.0625,20.137081,59.195885,76612.914,16921.014,21552.477,30310.283,57457.49
2768.4292,11038.702,14.972805,59.723095,87899.22,20073.117,23248.514,36366.207,66774.27
3103.6565,14766.128,19.85984,59.235622,77368.79,17068.904,21699.877,30619.057,57946.12
3139.8306,15307.98,20.50557,59.19453,76080.88,16703.914,21368.979,30024.832,56854.164
2533.5376,9198.455,12.228078,59.988895,93566.305,22013.71,23359.752,39731.766,72193.414
3259.8762,16808.867,22.192257,59.255543,71933.57,15755.286,20237.084,28011.275,53737.68
2819.1047,11732.493,15.936863,59.522083,86003.18,19453.688,23086.56,35162.598,64917.5
2683.0457,10220.432,13.900891,59.84119,90315.22,20784.463,23474.074,37587.746,68598.125
3289.807,17270.742,22.749182,59.223236,70395.5,15434.041,19859.479,27231.654,52709.297
2630.1418,9913.469,13.4306755,59.812927,91362.85,21192.984,23359.506,38317.355,69770.04
3044.5103,14053.108,18.819403,59.479176,79407.836,17576.375,22113.422,31624.87,59805.676
3354.772,18035.113,23.5448,59.36728,68644.72,14992.524,19290.617,26409.225,51226.38
3039.6902,14024.727,18.904602,59.311203,79924.11,17563.828,22187.537,31781.055,59698.875
2735.7417,10789.4795,14.691915,59.716347,88636.555,20275.928,23325.46,36668.824,67195.96
2766.0178,10872.1,14.771657,59.68032,88869.87,20228.059,23206.365,36424.03,66885.94
3481.7148,19341.621,25.026215,59.542084,63975.336,14430.557,17399.293,24710.434,48560.824
2720.04,10851.222,14.6835165,59.652565,88623.94,20253.049,23343.102,36725.28,67405.055
3226.4841,16569.58,21.892277,59.191273,72606.82,15896.603,20491.938,28294.191,54174.93
2909.9937,12304.419,16.898283,59.43864,84520.945,18900.275,22863.607,34108.906,63158.375
2766.7446,11001.074,14.940745,59.701046,88136.37,20132.908,23243.992,36369.656,66641.09
3746.8457,22262.314,27.93698,60.04464,54974.836,13014.467,14161.242,21227.486,43119.832
3040.5027,14044.305,18.935991,59.324615,79730.37,17554.361,22186.656,31827.697,59791.742
3320.7402,17560.775,23.007397,59.334637,69766.69,15288.101,19627.373,27000.908,52231.23
2781.2942,11150.748,15.203679,59.578194,87793.31,19987.44,23197.463,36265.39,66425.82
3127.4597,15097.775,20.182297,59.177788,76425.086,16903.793,21489.393,30083.596,57052.938
3009.7605,13625.05,18.300037,59.40077,81314.4,17944.639,22385.076,32542.922,60766.35
3089.761,14695.296,19.67665,59.277283,77590.72,17138.154,21746.355,30644.729,58033.285
3327.92,17678.197,23.159286,59.329403,69493.5,15195.833,19593.215,26850.674,51981.555
2767.1636,11164.728,15.206594,59.58365,87559.13,19960.867,23226.172,36158.87,66464.92
3010.3054,13553.418,18.422403,59.292305,81106.2,17906.113,22426.031,32416.756,60654.61
3237.4346,16572.85,21.867048,59.27052,72671.43,15935.718,20417.596,28339.234,54200.316
3095.6257,14787.047,19.778406,59.289387,77428.734,17057.592,21709.12,30637.965,58012.508
2713.2468,10368.972,14.197472,59.792824,89880.695,20618.25,23400.516,37404.387,68254.88
3107.2349,14723.617,19.733297,59.319885,77764.63,17147.666,21674.896,30757.713,58103.938
3506.1863,19697.19,25.348198,59.543686,63170.363,14167.969,17304.814,24293.541,47972.734
2751.852,10896.054,14.792304,59.72386,88517.44,20213.309,23277.428,36469.69,66725.97
2873.71,12389.655,16.54086,59.507942,85013.336,19006.176,22866.273,34365.387,63476.355
2787.6204,11380.192,15.504499,59.535496,87082.55,19772.781,23152.826,35762.38,65811.48
3131.972,15068.592,20.330252,59.162296,76499.164,16841.943,21477.92,30160.777,57164.957
3029.3547,13741.881,18.607178,59.307297,80705.36,17774.117,22394.014,32281.326,60400.66
2955.7717,13086.7295,17.693293,59.43167,82606.73,18292.006,22639.203,33046.824,61787.367
3093.8875,14665.416,19.699013,59.27947,77777.75,17116.283,21767.783,30799.098,58278.477
2834.2214,11813.243,16.11433,59.46658,85822.03,19380.523,23032.607,35015.594,64607.477
2895.4976,12075.611,16.405031,59.58001,85697.32,19172.412,22826.959,34442.16,63883.695
3461.8513,19093.537,24.64434,59.54176,65092.44,14589.15,17721.691,25162.012,49179.477
3033.8162,13994.808,18.77991,59.372368,79943.88,17602.37,22220.174,31801.988,59820.88
3128.922,15063.256,20.164352,59.224796,76665.66,16872.396,21537.684,30260.08,57347.297
3142.12,15155.52,20.229864,59.350197,76499.42,16872.422,21347.934,30133.822,57155.035
2959.365,12897.974,17.576553,59.39324,82794.305,18438.46,22673.203,33304.715,62021.676
3135.018,15222.902,20.221584,59.316204,76159.14,16828.33,21365.934,29897.508,56903.44
3455.341,19168.871,24.735949,59.500484,64731.758,14431.714,17926.18,24926.25,49062.914
2843.912,11908.878,16.11461,59.509926,85652.53,19353.486,23011.01,34965.74,64474.58
3140.3047,15262.177,20.395742,59.24398,75948.484,16773.844,21346.13,29806.887,56683.34
3148.1084,15386.986,20.543417,59.236546,75762.27,16674.635,21210.6,29847.27,56717.996
3070.2788,14308.115,19.330591,59.36804,78555.56,17304.744,22012.611,31354.613,59264.27
3343.7998,18036.129,23.512367,59.329105,68476.836,14991.173,19276.842,26333.062,51224.508
3314.7117,17427.29,22.925472,59.272594,69974.94,15328.508,19744.26,27113.482,52501.1
3365.296,18059.182,23.570744,59.404797,68224.69,15004.532,19123.348,26331.703,51219.945
3155.1619,15270.826,20.449692,59.258816,76413.78,16764.207,21314.016,29996.496,56820.066
2773.7258,11147.731,15.158109,59.682964,87683.13,19951.314,23232.828,36106.992,66363.48
2686.8284,10016.239,13.658555,59.928196,90660.39,20937.666,23497.367,38015.293,69378.016
2431.9246,9001.48,11.782458,59.876,95034.195,22480.922,23122.006,40326.17,72943.36
2928.526,12750.952,17.296148,59.413456,83531.03,18593.043,22748.762,33540.164,62414.32
2887.9468,12141.496,16.62594,59.443195,84974.25,19073.05,22919.773,34546.29,63844.953
3142.3447,15243.491,20.464102,59.229008,75818.45,16736.965,21327.11,29900.72,56944.1
3210.922,16313.326,21.615955,59.20597,73179.22,16080.243,20598.467,28578.812,54667.824
3242.2642,16567.773,21.902288,59.317005,72325.22,15891.074,20340.424,28209.887,54278.793
2608.0444,9773.783,13.233562,59.893715,91452.95,21296.578,23436.477,38579.33,70231.16
2919.5728,12731.814,17.206106,59.39288,83418.945,18611.676,22769.764,33608.74,62586.805
2881.052,12105.133,16.511766,59.487007,85227.17,19115.055,22933.092,34524.86,63781.34
2562.8699,9492.566,12.787886,59.89808,92489.92,21641.156,23403.002,39157.188,71130.93
2728.6929,10665.501,14.497904,59.796547,88926.98,20363.28,23365.6,36955.91,67685.96
3376.9326,18202.178,23.75499,59.40834,67787.91,14928.851,18950.402,26133.197,50880.074
3244.2583,16523.986,21.808071,59.299973,72807.9,15988.056,20382.986,28387.08,54264.92
3312.6135,17455.2,22.96131,59.27287,69967.945,15328.9795,19693.57,27035.416,52346.42
2697.3804,10192.79,13.970731,59.833157,90397.93,20764.734,23446.125,37687.453,68723.97
3273.5317,16894.29,22.409626,59.198624,71318.14,15642.5625,20129.969,27760.219,53549.637
2854.5352,11937.808,16.291796,59.450706,85779.984,19297.854,22967.354,35007.902,64456.06
3202.87,16098.936,21.42293,59.206665,73494.37,16184.359,20707.53,28724.178,55086.348
3394.1553,18551.998,24.029219,59.47791,66799.28,14806.351,18533.809,25732.547,50190.332
2940.7483,12801.147,17.386253,59.39039,83132.11,18550.879,22713.35,33476.34,62272.26
3033.0793,13984.624,18.834412,59.35402,79840.12,17613.344,22206.107,31992.293,60106.03
3088.9268,14608.793,19.508493,59.335056,77626.69,17226.688,21737.107,30657.139,58262.277
2832.242,11699.404,15.981425,59.555046,86192.2,19482.217,23049.764,35219.59,64962.035
2989.2915,13284.155,18.048494,59.29129,81805.91,18151.273,22548.318,32804.35,61233.652
2723.681,10751.369,14.642451,59.6248,88844.05,20341.434,23315.73,36847.25,67474.945
3143.5635,15245.984,20.464672,59.144268,76247.195,16817.89,21311.97,29926.102,56665.32
3103.5034,14742.524,19.817526,59.166454,77405.81,17147.023,21641.348,30498.287,57767.414
2703.3923,10250.4795,14.071169,59.851128,90068.445,20690.467,23440.713,37407.59,68329.484
3228.8384,16364.469,21.746914,59.245228,72839.49,16020.82,20456.559,28426.936,54590.117
2583.6956,9294.428,12.594445,60.01229,92799.94,21743.95,23474.02,39204.957,71353.53
3412.3862,18694.447,24.224176,59.43265,66416.82,14627.174,18602.336,25526.61,50007.047
2602.523,9502.342,12.882212,59.944633,92206.99,21522.236,23508.023,38940.305,70781.414
2649.7249,9901.161,13.428308,59.924664,91428.14,21134.957,23471.945,38187.418,69325.805
3155.905,15440.935,20.60704,59.325447,75605.266,16617.53,21185.043,29682.445,56562.395
3047.1257,14091.148,19.049875,59.23565,79329.62,17538.447,22151.24,31656.89,59535.91
2827.623,11567.63,15.773384,59.561108,86556.07,19581.887,23099.332,35430.523,65246.875
2866.07,11970.889,16.31201,59.508892,85491.56,19254.242,22969.219,34775.125,64144.188
3009.3906,13755.8955,18.421736,59.40245,80929.336,17824.193,22384.19,32373.48,60529.96
2959.9143,12911.313,17.662962,59.35889,82752.76,18429.852,22654.803,33364.37,62024.6
2854.045,11947.297,16.287615,59.492466,85778.53,19271.496,23015.41,35001.215,64446.516
2704.94,10608.982,14.338497,59.732494,89498.03,20461.06,23407.094,37150.95,67825.02
2617.8804,9645.969,13.128238,59.90313,91726.06,21349.791,23509.395,38656.992,70351.305
2732.1392,10919.932,14.836995,59.645157,88311.95,20163.814,23316.686,36524.746,67043.72
3184.2449,15780.132,20.94426,59.27597,74192.2,16408.691,21062.527,29065.236,55689.645
2901.612,12614.495,17.06384,59.43389,83754.22,18714.246,22803.828,33852.184,62874.207
3228.0918,16362.897,21.76345,59.202316,72937.76,16006.121,20509.45,28380.89,54501.41
3143.796,15247.149,20.46499,59.15279,75985.305,16754.14,21386.09,29909.22,56777.44
3199.6917,16091.166,21.354347,59.215076,73801.805,16225.956,20778.393,28825.139,55050.945
2462.3328,8990.724,11.78058,59.892967,94825.16,22499.945,23069.023,40216.31,73017.875
3175.5708,15797.556,20.94204,59.315544,74514.62,16445.219,20872.434,29191.752,55742.36
3343.4878,17732.645,23.304234,59.33712,69150.14,15161.018,19420.115,26709.756,51800.28
3222.0366,16356.143,21.680462,59.229,72924.266,16077.744,20448.621,28355.19,54393.85
3018.2334,13551.309,18.389051,59.32409,81069.79,17943.156,22401.832,32519.377,60845.63
3389.9426,18389.258,23.927275,59.40253,67242.055,14850.482,18729.342,25932.283,50529.254
2857.2476,11980.374,16.312979,59.48934,85448.39,19251.043,22969.11,34730.73,64125.258
3162.9126,15332.806,20.439463,59.32578,75753.766,16716.873,21338.852,29782.318,56698.023
3343.1792,17748.527,23.37418,59.269928,68943.72,15101.02,19455.137,26616.793,51790.562
3199.5823,16058.001,21.289227,59.29993,74020.13,16237.113,20690.562,28997.75,55440.83
3436.5974,19029.93,24.611052,59.43371,65510.895,14430.394,18267.094,25056.709,49288.74
2729.7422,10684.539,14.407287,59.808357,88994.26,20417.178,23352.908,36888.18,67534.66
2891.9067,12312.859,16.763836,59.47073,84617.65,18940.525,22877.152,34243.543,63416.62
2832.406,11510.513,15.730153,59.60281,86874.39,19617.262,23085.025,35395.105,65138.965
3221.8801,16341.536,21.754839,59.220596,72839.74,16012.161,20492.32,28312.139,54478.2
3428.433,19035.54,24.678402,59.384354,65240.242,14390.405,18279.537,24927.482,49201.97
3083.3438,14611.895,19.447493,59.34063,78211.86,17246.307,21846.043,30915.963,58326.824
2985.5957,13217.026,17.99156,59.32404,82056.664,18190.736,22580.752,32940.098,61372.957
3420.833,18752.816,24.250904,59.51202,65954.82,14706.076,18286.56,25511.412,49871.7
2679.7917,9993.045,13.625109,59.920227,90686.055,20950.787,23522.973,38000.734,69329.17
2865.394,12283.246,16.654263,59.46876,84548.51,18972.125,22934.992,34391.848,63679.42
2638.2993,9422.195,12.912131,60.095833,92501.71,21447.12,23634.213,38659.55,70190.46
3100.649,14760.748,19.839426,59.268623,77397.75,17080.787,21649.5,30669.275,58099.324
2757.6145,11030.226,14.933939,59.740654,88108.98,20073.701,23278.97,36245.61,66464.94
3380.605,18422.156,23.922424,59.429325,67270.39,14849.151,18719.332,25874.898,50406.574
2621.2256,9772.327,13.244297,59.83871,91708.47,21330.29,23355.201,38436.656,70003.47
2997.815,13306.125,18.088114,59.39286,81975.15,18109.387,22513.72,32906.312,61348.754
3242.5068,16555.588,22.028868,59.241547,72378.336,15877.438,20251.244,28164.316,54174.742
3335.236,17756.277,23.251692,59.33196,69097.92,15145.828,19481.186,26692.227,51823.26
3169.519,15680.718,20.907236,59.207233,75002.15,16464.22,21086.312,29444.725,56031.656
3001.9546,13587.301,18.282951,59.39761,81236.66,17903.963,22441.533,32417.35,60745.02
2957.1702,13100.908,17.69243,59.39661,82476.984,18327.658,22635.014,33283.055,61942.54
3284.0444,17174.244,22.562628,59.319984,70925.12,15550.823,19931.635,27529.346,52959.734
3090.4272,14495.9375,19.618555,59.2345,78079.54,17212.844,21882.48,30980.25,58517.375
3426.9895,18816.53,24.297981,59.546097,65882.87,14680.733,18233.975,25460.682,49751.902
3348.1252,17964.42,23.408236,59.40132,68499.22,15108.563,19141.842,26469.086,51382.598
3129.3948,15233.267,20.234108,59.309883,76778.88,16876.812,21242.494,30100.656,56914.508
3346.3438,18140.203,23.613075,59.313023,68151.664,14923.305,19201.178,26165.15,50999.598
3242.5393,16675.096,22.020275,59.23706,72042.19,15853.028,20277.889,28010.732,53889.59
2707.2688,10634.527,14.453206,59.652607,89622.484,20546.396,23186.094,37172.21,67833.55
3357.132,18055.52,23.538624,59.34007,68270.05,14943.952,19310.57,26310.562,51303.01
3103.338,14789.894,19.777706,59.25964,77229.54,17090.816,21657.412,30404.52,57737.297
3392.0295,18457.363,23.970776,59.423157,67045.664,14846.414,18608.928,25867.48,50396.547
2972.4524,13110.275,17.844086,59.37991,82105.516,18257.676,22611.555,32971.008,61584.043
3124.238,14948.55,20.004953,59.300385,77328.48,16983.31,21567.693,30476.873,57580.77
2835.062,11676.174,15.939229,59.54578,86307.12,19485.852,23064.566,35276.098,64977.57
3249.8901,16353.495,21.86849,59.236294,73036.25,15964.461,20588.426,28677.5,54854.58
2657.352,10007.331,13.573194,59.89111,90816.71,20988.838,23484.172,38130.984,69534.16
2944.3936,13024.154,17.639797,59.397545,82369.14,18370.434,22660.309,33296.074,62036.758
3452.4893,19084.766,24.636848,59.508125,65317.93,14407.012,18271.053,25095.273,49279.086
3148.8826,15476.059,20.768738,59.130188,75524.79,16636.084,21169.229,29669.559,56249.973
3001.9302,13342.833,18.156195,59.319054,81750.87,18112.633,22471.049,32774.633,61098.207
3053.016,14197.689,19.006973,59.323116,79597.97,17528.48,22070.166,31655.96,59426.535
2805.7935,11644.678,15.817935,59.512802,86449.555,19545.092,23104.355,35346.527,65184.047
2803.8828,11376.395,15.430028,59.58918,87052.22,19777.496,23164.377,35824.355,66041.164
2807.3848,11429.828,15.537379,59.511536,87167.25,19776.426,23087.553,35854.316,65834.11
3052.6716,14113.527,18.910625,59.413895,79381.18,17554.072,22128.295,31509.455,59417.12
3225.9858,16456.062,21.796755,59.20599,72667.195,15979.708,20443.156,28285.227,54319.24
2381.8916,8338.29,10.951533,60.05136,96578.53,23091.719,23247.861,41290.05,74344.086
2913.9707,12437.716,16.91491,59.34389,84469.53,18894.098,22776.562,34083.9,63190.043
2913.5132,12780.588,17.164778,59.476437,83516.82,18611.746,22736.332,33584.137,62489.297
3166.8618,15432.656,20.768974,59.225254,75409.555,16606.25,21127.19,29601.277,56378.78
2990.0977,13392.747,18.04542,59.36733,81713.46,18116.21,22478.523,32633.545,60973.8
2995.3577,13487.169,18.215061,59.3294,81356.984,17996.94,22487.705,32546.746,60926.73
3412.3535,18695.426,24.23942,59.430786,66536.58,14611.483,18660.514,25544.05,49986.06
3269.2441,16842.93,22.270494,59.252277,71587.95,15729.957,20120.041,27833.518,53594.605
3118.4443,14886.448,20.068056,59.19483,77034.43,17014.271,21549.354,30363.945,57498.9
2652.0945,10052.672,13.648327,59.78868,91229.7,21032.002,23366.86,38097.21,69290.87
