Methane (ppb),Moisture,Temperature,Humidity,R2611E,R2600,R2602,R2611C,RMQ4
2468.595,12431.217,19.51038,59.346004,81550.82,16132.666,23183.207,31750.318,59606.254
2469.7905,12436.378,19.509014,59.347107,81542.27,16137.237,23181.568,31756.719,59597.027
2466.1743,12418.574,19.515007,59.34224,81570.15,16124.97,23185.053,31738.918,59625.33
2464.9846,12414.049,19.515848,59.341568,81578.09,16119.988,23187.094,31732.117,59634.402
2470.2205,12441.94,19.505377,59.350098,81535.79,16136.248,23183.467,31756.393,59593.047
2468.9092,12435.171,19.507816,59.34811,81546.18,16132.022,23184.52,31750.16,59603.363
2466.1255,12418.382,19.515047,59.342205,81570.484,16124.77,23185.133,31738.643,59625.703
2447.3115,12390.605,19.507238,59.34265,81777.02,16093.729,23223.34,31702.629,59598.223
2468.8467,12436.33,19.506674,59.349052,81545.31,16130.77,23185.564,31748.812,59603.59
2469.0608,12430.979,19.511757,59.34486,81549.56,16136.044,23181.059,31754.406,59603.062
2469.379,12433.202,19.510672,59.34575,81546.51,16136.656,23181.193,31755.506,59600.453
2466.9126,12424.711,19.51166,59.344982,81562.15,16125.697,23186.021,31740.78,59619.105
2464.166,12412.092,19.518122,59.34723,81530.34,16126.212,23193.348,31727.994,59623.715
2467.2542,12427.86,19.509848,59.34647,81558.164,16125.814,23186.676,31741.42,59616.168
2468.6367,12433.331,19.508692,59.347397,81548.74,16131.453,23184.447,31749.172,59605.586
2466.5864,12425.243,19.510386,59.34604,81562.695,16123.073,23187.77,31737.658,59621.273
2468.0017,12424.726,19.514395,59.34271,81558.69,16133.188,23181.383,31749.93,59611.54
2468.9092,12435.171,19.507816,59.34811,81546.18,16132.022,23184.52,31750.16,59603.363
2459.1428,12395.629,19.516748,59.338608,81614.234,16099.111,23197.92,31702.428,59669.082
2467.154,12421.727,19.514803,59.34239,81564.14,16129.4795,23182.988,31744.926,59617.96
2465.8687,12417.361,19.515266,59.34203,81572.234,16123.727,23185.543,31737.207,59627.668
2468.1663,12425.309,19.514315,59.34277,81557.625,16133.908,23181.072,31750.9,59610.29
2467.9734,12424.625,19.514408,59.342697,81558.87,16133.064,23181.438,31749.762,59611.75
2468.4553,12432.195,19.509197,59.34698,81550.37,16131.011,23184.459,31748.451,59607.047
2468.9194,12435.364,19.507679,59.348225,81545.97,16131.957,23184.605,31750.11,59603.258
2466.6875,12424.53,19.511246,59.34533,81563.03,16124.277,23186.86,31739.016,59620.7
2468.781,12435.361,19.507332,59.348515,81546.414,16131.005,23185.193,31748.947,59604.22
2468.9092,12435.171,19.507816,59.34811,81546.18,16132.022,23184.52,31750.16,59603.363
2468.7576,12434.546,19.507965,59.347992,81547.24,16131.424,23184.746,31749.328,59604.527
2465.3345,12423.51,19.5087,59.34745,81568.26,16115.682,23191.95,31728.357,59630.28
2462.9907,12406.993,19.51681,59.340813,81590.914,16111.265,23190.867,31720.348,59649.516
2468.7927,12429.07,19.512701,59.34409,81552.17,16135.553,23180.922,31753.506,59605.266
2469.7488,12438.97,19.506708,59.349007,81540.016,16135.107,23183.486,31754.53,59596.85
2467.3267,12422.337,19.514719,59.342453,81563.03,16130.235,23182.66,31745.945,59616.652
2468.3503,12425.959,19.514225,59.342842,81556.445,16134.714,23180.723,31751.986,59608.895
2473.0518,12442.597,19.51196,59.34462,81526.21,16155.282,23171.826,31779.74,59573.26
2466.5737,12431.112,19.505373,59.35017,81557.33,16118.82,23191.762,31733.395,59620.312
2466.1628,12418.272,19.515234,59.342052,81570.46,16125.105,23184.898,31739.037,59625.465
2468.7568,12427.397,19.51403,59.342995,81553.83,16136.492,23179.955,31754.387,59605.812
2467.6023,12423.3125,19.514587,59.342556,81561.26,16131.44,23182.139,31747.57,59614.566
2468.4873,12426.444,19.51416,59.34289,81555.56,16135.3125,23180.465,31752.795,59607.855
2469.2068,12436.866,19.507128,59.348675,81543.68,16132.869,23184.387,31751.46,59600.992
2463.5403,12410.591,19.517088,59.340805,81588.04,16113.674,23191.795,31729.258,59635.79
2465.4824,12415.811,19.515608,59.341755,81574.89,16122.166,23186.15,31735.059,59630.63
2457.65,12398.57,19.516834,59.33704,81636.94,16107.987,23203.473,31711.66,59627.07
2468.7517,12434.341,19.508123,59.347862,81547.445,16131.527,23184.635,31749.424,59604.605
2467.0596,12421.393,19.514849,59.342354,81564.74,16129.066,23183.166,31744.367,59618.676
2467.367,12425.21,19.512383,59.34438,81560.25,16128.473,23184.416,31744.246,59615.86
2466.5732,12419.671,19.515083,59.342167,81567.875,16126.939,23184.086,31741.496,59622.363
2466.0044,12417.658,19.515356,59.341953,81571.53,16124.45,23185.162,31738.139,59626.67
2469.0498,12436.3545,19.507166,59.348644,81544.65,16132.151,23184.713,31750.504,59602.176
2465.593,12424.1875,19.508778,59.34738,81566.81,16116.981,23191.299,31730.053,59628.363
2468.8745,12433.86,19.50884,59.347267,81547.5,16132.715,23183.79,31750.797,59603.84
2463.336,12408.215,19.516644,59.340946,81588.695,16112.775,23190.213,31722.387,59646.9
2467.519,12432.057,19.506954,59.34885,81553.46,16124.659,23188.361,31740.674,59613.58
2467.163,12421.758,19.5148,59.342392,81564.08,16129.52,23182.97,31744.979,59617.895
2467.693,12423.634,19.514544,59.342594,81560.67,16131.839,23181.967,31748.107,59613.875
2468.9092,12435.171,19.507816,59.34811,81546.18,16132.022,23184.52,31750.16,59603.363
2464.3523,12411.159,19.511112,59.337273,81562.766,16125.172,23187.97,31721.936,59626.95
2464.0115,12413.716,19.516882,59.345535,81523.1,16124.642,23192.21,31734.412,59622.715
2469.3313,12429.431,19.513754,59.343212,81550.13,16139.005,23178.867,31757.777,59601.46
2468.5042,12432.767,19.508835,59.34728,81549.68,16130.94,23184.635,31748.457,59606.61
2465.7856,12421.05,19.511927,59.344784,81569.1,16120.536,23188.371,31733.895,59627.586
2469.1765,12429.196,19.513561,59.343372,81550.84,16138.106,23179.37,31756.643,59602.58
2468.2886,12425.741,19.514256,59.34282,81556.84,16134.443,23180.84,31751.623,59609.363
2468.661,12433.931,19.508244,59.347763,81548.11,16131.193,23184.746,31748.951,59605.31
2467.8909,12437.142,19.503576,59.351624,81547.59,16123.611,23190.188,31740.2,59610.082
2465.4358,12415.6455,19.51563,59.34174,81575.19,16121.963,23186.238,31734.781,59630.984
2467.9338,12426.056,19.513094,59.34378,81557.68,16131.776,23182.564,31748.416,59611.77
2468.17,12431.021,19.509474,59.34676,81552.35,16129.878,23184.889,31746.883,59609.242
2463.3367,12415.999,19.510618,59.347515,81586.15,16111.001,23193.664,31723.285,59642.145
2469.1133,12434.334,19.50904,59.3471,81546.305,16134.023,23183.086,31752.47,59602.098
2471.0642,12435.563,19.512918,59.34387,81538.99,16146.587,23175.588,31768.008,59588.33
2466.3057,12427.058,19.508139,59.347897,81561.914,16119.853,23190.184,31734.012,59622.9
2468.8928,12434.398,19.50843,59.347607,81546.945,16132.459,23184.07,31750.57,59603.617
2463.4863,12408.747,19.516571,59.341,81587.73,16113.434,23189.93,31723.273,59645.758
2468.699,12433.802,19.508448,59.347595,81548.11,16131.548,23184.498,31749.363,59605.066
2471.986,12438.825,19.512472,59.344215,81533.06,16150.62,23173.842,31773.45,59581.34
2468.8423,12433.5625,19.509014,59.347126,81547.875,16132.705,23183.725,31750.738,59604.117
2468.2866,12431.221,19.5096,59.346653,81551.8,16130.54,23184.525,31747.723,59608.395
2468.9238,12435.242,19.507793,59.34813,81546.07,16132.073,23184.504,31750.232,59603.25
2465.583,12416.04,19.512676,59.33967,81561.2,16126.212,23186.582,31732.965,59622.062
2468.744,12430.372,19.511473,59.3451,81551.13,16134.292,23182.004,31752.172,59605.37
2467.1238,12430.606,19.507189,59.348663,81556.05,16122.967,23189.074,31738.377,59616.582
2465.8293,12419.176,19.513626,59.343384,81570.69,16122.167,23186.93,31735.59,59627.617
2469.6418,12431.48,19.513458,59.34402,81539.92,16137.834,23181.018,31762.035,59597.56
2470.3918,12443.969,19.503622,59.35097,81533.04,16135.271,23184.238,31755.201,59593.2
2468.9092,12435.171,19.507816,59.34811,81546.18,16132.022,23184.52,31750.16,59603.363
2466.0254,12418.531,19.514668,59.34252,81570.664,16123.975,23185.66,31737.695,59626.37
2468.5725,12432.27,19.50943,59.346786,81549.92,16131.765,23184.01,31749.385,59606.223
2468.1992,12432.406,19.508371,59.347668,81550.984,16129.096,23185.693,31746.146,59608.79
2468.2463,12425.592,19.514277,59.3428,81557.11,16134.259,23180.92,31751.375,59609.684
2468.4402,12434.568,19.507145,59.348675,81548.23,16129.222,23186.115,31746.645,59606.727
2468.3044,12430.057,19.510633,59.345802,81552.81,16131.489,23183.668,31748.697,59608.48
2467.2737,12423.962,19.513206,59.3437,81561.695,16128.717,23183.977,31744.348,59616.73
2468.5498,12431.733,19.509829,59.346462,81550.49,16131.989,23183.746,31749.574,59606.473
2468.6812,12434.866,19.5075,59.348377,81547.19,16130.669,23185.287,31748.459,59605.004
2466.1484,12419.208,19.514404,59.342735,81569.65,16124.342,23185.588,31738.252,59625.395
2461.9978,12405.738,19.51819,59.34323,81562.8,16112.598,23194.482,31718.898,59646.16
2468.9092,12435.171,19.507816,59.34811,81546.18,16132.022,23184.52,31750.16,59603.363
2468.9092,12435.171,19.507816,59.34811,81546.18,16132.022,23184.52,31750.16,59603.363
2468.8716,12427.804,19.513975,59.343037,81553.09,16136.994,23179.736,31755.064,59604.945
2468.878,12435.05,19.507841,59.34809,81546.39,16131.895,23184.57,31749.984,59603.6
2468.177,12430.8955,19.5096,59.346657,81552.445,16130.016,23184.775,31747.031,59609.215
2468.6218,12429.911,19.511557,59.345036,81551.945,16133.778,23182.215,31751.47,59606.3
2467.5554,12429.927,19.508854,59.347282,81555.305,16126.422,23186.777,31742.49,59613.707
2468.893,12435.129,19.50781,59.348118,81546.27,16131.941,23184.56,31750.053,59603.484
2465.534,12415.993,19.515583,59.341774,81574.555,16122.393,23186.053,31735.361,59630.24
2464.9219,12416.764,19.513388,59.343597,81575.79,16117.631,23189.182,31729.67,59634.35
2467.6433,12432.603,19.506804,59.34897,81552.56,16125.128,23188.197,31741.332,59612.617
2468.2856,12431.815,19.509092,59.347073,81551.25,16130.111,23184.928,31747.295,59608.293
2468.2803,12433.12,19.50797,59.347996,81550.06,16129.148,23185.826,31746.324,59608.098
2468.283,12440.917,19.50136,59.353443,81542.87,16123.632,23191.047,31740.822,59606.684
2468.4224,12442.04,19.513964,59.34731,81525.81,16141.706,23177.87,31784.467,59551.39
2468.0288,12424.821,19.514381,59.34272,81558.516,16133.307,23181.332,31750.09,59611.332
2469.6328,12436.265,19.508713,59.34736,81542.88,16136.231,23182.164,31755.473,59598.14
2464.2185,12411.338,19.516218,59.341278,81583.016,16116.637,23188.543,31727.596,59640.21
2467.9023,12428.961,19.51055,59.34588,81555.1,16129.497,23184.648,31746.092,59611.47
2464.381,12411.914,19.51614,59.34134,81581.97,16117.349,23188.234,31728.557,59638.977
2468.9092,12435.171,19.507816,59.34811,81546.18,16132.022,23184.52,31750.16,59603.363
2464.1934,12420.9,19.508419,59.348763,81577.336,16112.144,23193.902,31724.832,59636.46
2468.6504,12434.517,19.507719,59.348198,81547.6,16130.706,23185.184,31748.447,59605.277
2468.1372,12425.205,19.514328,59.342762,81557.81,16133.781,23181.127,31750.729,59610.508
2468.0,12424.72,19.514395,59.34271,81558.695,16133.181,23181.387,31749.92,59611.55
2467.7722,12428.789,19.510366,59.34603,81555.67,16128.724,23185.088,31745.121,59612.402
2466.7822,12420.415,19.51498,59.34225,81566.49,16127.839,23183.705,31742.748,59620.76
2450.8804,12420.057,19.525597,59.35941,81511.59,16091.376,23208.768,31734.672,59606.25
2460.2803,12411.454,19.523764,59.345932,81544.11,16114.281,23194.775,31723.945,59641.715
2464.7698,12416.485,19.513239,59.343723,81576.52,16116.779,23189.645,31728.584,59635.457
2467.2537,12422.078,19.514755,59.342426,81563.5,16129.916,23182.799,31745.514,59617.207
2469.495,12438.276,19.506659,59.349056,81541.46,16133.8545,23184.104,31752.889,59598.74
2468.611,12429.351,19.512005,59.344666,81552.49,16134.103,23181.885,31751.777,59606.477
2465.4395,12424.982,19.50705,59.348,81566.09,16114.332,23192.693,31726.484,59631.73
2468.2559,12428.548,19.511791,59.34485,81554.36,16132.226,23182.863,31749.36,59609.086
2468.371,12432.33,19.508871,59.34725,81550.51,16130.334,23184.91,31747.648,59607.61
2467.5417,12423.098,19.514616,59.342533,81561.65,16131.176,23182.254,31747.213,59615.023
2468.8984,12435.149,19.507807,59.348118,81546.234,16131.964,23184.55,31750.084,59603.44
2469.203,12436.991,19.507011,59.34877,81543.57,16132.754,23184.488,31751.342,59600.996
2468.348,12432.766,19.508442,59.347607,81550.18,16129.865,23185.3,31747.145,59607.69
2468.0754,12428.625,19.51127,59.34528,81554.86,16130.929,23183.684,31747.787,59610.324
2469.316,12438.729,19.505823,59.349747,81541.62,16132.299,23185.17,31751.06,59599.902
2467.8442,12424.169,19.51447,59.342648,81559.7,16132.5,23181.682,31749.0,59612.73
2468.8572,12433.207,19.509352,59.346848,81548.16,16133.06,23183.424,31751.115,59604.08
2468.101,12426.979,19.512732,59.344078,81556.3,16132.273,23182.47,31749.17,59610.44
2469.1355,12434.243,19.509174,59.34699,81546.32,16134.241,23182.932,31752.723,59601.957
2460.137,12405.65,19.496332,59.335278,81607.09,16081.643,23202.74,31676.033,59707.703
2465.2102,12414.848,19.51574,59.341652,81576.64,16120.976,23186.666,31733.451,59632.69
2458.922,12401.761,19.517792,59.34249,81629.68,16100.832,23201.027,31701.914,59653.555
2469.3215,12436.716,19.507544,59.348328,81543.45,16133.767,23183.797,31752.533,59600.223
2468.761,12433.66,19.508724,59.347366,81548.05,16132.075,23184.139,31749.984,59604.664
2467.4329,12422.713,19.514668,59.342495,81562.34,16130.699,23182.459,31746.57,59615.848
2444.1943,12395.318,19.498774,59.36407,81792.57,16083.87,23225.84,31709.2,59626.336
2467.487,12427.801,19.510487,59.34594,81557.484,16127.462,23185.643,31743.422,59614.56
2466.1843,12429.49,19.505985,59.350277,81561.8,16118.7,23191.668,31733.682,59622.043
2468.0664,12430.168,19.509937,59.34638,81553.46,16129.77,23184.76,31746.617,59610.113
2468.9092,12435.171,19.507816,59.34811,81546.18,16132.022,23184.52,31750.16,59603.363
2461.1345,12405.252,19.520725,59.337982,81605.75,16115.85,23197.396,31723.389,59620.49
2470.1978,12440.384,19.506641,59.349056,81537.3,16137.197,23182.518,31757.305,59593.48
2468.2295,12430.112,19.510397,59.345997,81553.0,16130.934,23184.025,31748.03,59608.99
2468.936,12439.613,19.504112,59.351162,81542.0,16129.054,23187.385,31747.238,59602.383
2469.1846,12437.487,19.506544,59.349155,81543.17,16132.275,23184.898,31750.834,59601.035
2458.5403,12408.954,19.525385,59.346535,81534.695,16110.233,23197.799,31720.28,59646.383
2468.9785,12431.689,19.510946,59.34553,81549.17,16134.972,23181.889,31753.209,59603.508
2440.3818,12395.753,19.48331,59.3495,81846.07,16046.207,23248.352,31672.773,59644.78
2467.1868,12432.378,19.505844,59.34977,81554.22,16122.144,23189.994,31737.652,59615.83
2468.263,12432.925,19.508093,59.347897,81550.3,16129.167,23185.77,31746.316,59608.254
2468.446,12428.767,19.512085,59.344604,81553.555,16133.38,23182.2,31750.803,59607.727
2468.5332,12426.606,19.514137,59.34291,81555.266,16135.514,23180.377,31753.066,59607.508
2466.8044,12422.549,19.513224,59.343697,81564.484,16126.488,23185.031,31741.402,59620.242
2468.715,12433.726,19.508553,59.347507,81548.13,16131.712,23184.379,31749.55,59604.973
2461.7249,12414.361,19.503674,59.34126,81596.08,16094.921,23201.9,31701.328,59661.31
2467.031,12421.29,19.514862,59.342342,81564.93,16128.941,23183.22,31744.2,59618.895
2468.4282,12430.797,19.510317,59.34606,81551.734,16131.815,23183.637,31749.215,59607.49
2469.6663,12430.616,19.513592,59.343338,81547.984,16140.471,23178.232,31759.756,59598.92
2468.1938,12427.919,19.512169,59.34454,81555.13,16132.245,23182.705,31749.283,59609.63
2468.395,12429.269,19.51153,59.345062,81553.25,16132.673,23182.752,31750.02,59607.992
2467.7727,12428.792,19.510365,59.34603,81555.664,16128.726,23185.088,31745.123,59612.4
2463.613,12410.352,19.518822,59.348396,81521.66,16126.057,23195.48,31724.89,59624.008
2468.5786,12432.711,19.509071,59.347084,81549.5,16131.493,23184.28,31749.123,59606.1
2468.9092,12435.171,19.507816,59.34811,81546.18,16132.022,23184.52,31750.16,59603.363
2468.9092,12435.171,19.507816,59.34811,81546.18,16132.022,23184.52,31750.16,59603.363
2466.8662,12425.46,19.510906,59.345604,81561.61,16124.847,23186.72,31739.857,59619.293
2468.0374,12426.176,19.513254,59.343647,81557.234,16132.405,23182.203,31749.201,59611.027
2467.247,12422.056,19.514757,59.342422,81563.54,16129.887,23182.81,31745.475,59617.258
2469.207,12428.991,19.513813,59.343166,81550.94,16138.462,23179.102,31757.045,59602.402
2442.4944,12406.832,19.533133,59.349167,81539.95,16059.119,23211.451,31727.363,59622.652
2468.9468,12435.017,19.508043,59.347923,81546.2,16132.392,23184.256,31750.586,59603.13
2468.513,12432.837,19.508799,59.34731,81549.586,16130.952,23184.643,31748.482,59606.535
2468.8796,12435.422,19.507528,59.34835,81546.05,16131.643,23184.812,31749.734,59603.523
2467.6858,12428.289,19.510572,59.345863,81556.41,16128.482,23185.123,31744.746,59613.094
2467.6794,12423.586,19.51455,59.342587,81560.76,16131.779,23181.992,31748.027,59613.977
2468.9092,12435.171,19.507816,59.34811,81546.18,16132.022,23184.52,31750.16,59603.363
2468.9092,12435.171,19.507816,59.34811,81546.18,16132.022,23184.52,31750.16,59603.363
2467.318,12422.307,19.514723,59.34245,81563.086,16130.197,23182.678,31745.893,59616.72
2469.7766,12440.547,19.50544,59.35005,81538.48,16134.182,23184.426,31753.646,59596.375
2466.2903,12418.67,19.515219,59.34206,81569.695,16125.701,23184.621,31739.826,59624.508
2468.424,12439.513,19.502907,59.352165,81543.72,16125.6,23189.502,31743.004,59605.957
2468.6367,12434.109,19.50803,59.347942,81548.02,16130.899,23184.97,31748.62,59605.445
2467.6135,12427.693,19.510897,59.3456,81557.18,16128.408,23185.031,31744.56,59613.703
2469.7944,12440.658,19.505392,59.350094,81538.32,16134.226,23184.424,31753.719,59596.234
2467.1204,12422.741,19.513855,59.34317,81563.31,16128.526,23183.812,31743.922,59618.01
2467.502,12422.958,19.514635,59.34252,81561.9,16131.002,23182.328,31746.98,59615.324
2466.5369,12424.982,19.51048,59.34596,81563.09,16122.917,23187.807,31737.426,59621.664
2467.8906,12424.333,19.514448,59.342667,81559.4,16132.702,23181.594,31749.273,59612.38
2462.8054,12406.338,19.5169,59.340744,81592.1,16110.454,23191.217,31719.254,59650.918
2466.0662,12433.569,19.502003,59.351295,81557.13,16118.051,23194.336,31731.934,59616.85
2468.2334,12428.886,19.511448,59.34513,81554.12,16131.832,23183.186,31748.932,59609.184
2470.4966,12433.554,19.513191,59.34365,81542.64,16144.104,23176.662,31764.656,59592.63
2466.6477,12419.935,19.515047,59.342197,81567.39,16127.265,23183.945,31741.936,59621.797
2467.947,12428.879,19.51073,59.34573,81555.03,16129.863,23184.402,31746.527,59611.17
2463.003,12407.036,19.516804,59.34082,81590.836,16111.318,23190.844,31720.42,59649.42
2461.453,12410.306,19.502556,59.33761,81596.56,16093.612,23200.252,31695.344,59674.402
2468.9092,12435.171,19.507816,59.34811,81546.18,16132.022,23184.52,31750.16,59603.363
2467.7495,12430.058,19.509232,59.346966,81554.57,16127.666,23186.037,31744.03,59612.332
2463.9153,12410.265,19.516363,59.341164,81584.97,16115.31,23189.117,31725.805,59642.508
2462.4075,12404.929,19.517092,59.340595,81594.664,16108.714,23191.97,31716.904,59653.934
2467.7744,12432.2705,19.507418,59.34846,81552.45,16126.268,23187.414,31742.672,59611.766
2466.4702,12419.307,19.515133,59.34213,81568.54,16126.488,23184.281,31740.889,59623.145
2468.8247,12440.687,19.502922,59.352146,81541.37,16127.526,23188.58,31745.541,59602.96
2468.642,12429.973,19.511555,59.345036,81551.82,16133.873,23182.172,31751.598,59606.15
